Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A635132,,BIRD,BROWN,BLACK,Unknown,,,2019-10-17,ILL MILD,WILDLIFE,FIELD,,2019-10-17,"SEASIDE WAY / S LINDEN AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A635136,,CAT,BLACK,WHITE,Male,2019-09-11,4.0,2019-10-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-10-18,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A635147,*PAPAYA,CAT,BLACK,,Neutered,2019-09-20,4.0,2019-10-18,NORMAL,STRAY,OTC,,2020-01-25,"500 BLK SAINT LOUIS AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A635160,,CAT,TORTIE,,Female,2016-10-18,6.0,2019-10-18,FRACTIOUS,STRAY,OTC,,2019-10-22,"6100 OAKBROOK ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A635161,ARCHIE,CAT,CRM TABBY,,Neutered,2013-10-18,9.0,2023-04-04,NORMAL,WELFARE SEIZED,ABAN FIELD,,2023-04-19,"1600 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A635190,PAISLEY,DOG,WHITE,GRAY,Spayed,2018-01-01,5.0,2020-01-27,NORMAL,STRAY,FIELD,,2020-01-29,"2800 BLK ATLANTIC AVE, LB 90806",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A635192,MILEY,DOG,BLACK,,Spayed,2017-10-19,5.0,2020-01-27,NORMAL,STRAY,FIELD,,2020-01-29,"2800 BLK ATLANTIC AVE, LB 90806",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A635198,*GIGI,CAT,BRN TABBY,WHITE,Spayed,2019-08-20,4.0,2019-11-19,NORMAL,RETURN,RTF,,2019-11-22,"1200 BLK SMITH PL, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A635200,KANELA,DOG,BROWN,BLACK,Spayed,2013-10-05,9.0,2019-10-19,NORMAL,STRAY,OTC,,2019-11-26,"2100 W WILLARD ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,REPEAT ADT,Alive on Intake,FALSE,1
A635220,,CAT,GRAY TABBY,,Male,2019-07-21,4.0,2019-10-21,INJURED  SEVERE,STRAY,FIELD,,2019-10-21,"5300 BLK CEDAR AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A635222,BOSSI,DOG,GRAY,BROWN,Female,2005-10-21,17.0,2019-10-21,ILL MODERATETE,STRAY,FIELD,,2019-10-21,"1000 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A635233,,CAT,BLACK,WHITE,Unknown,2019-08-21,4.0,2019-10-21,INJURED  SEVERE,STRAY,FIELD,,2019-10-21,"1400 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A635254,JACK,DOG,BLACK,,Neutered,2009-10-22,13.0,2019-10-22,NORMAL,STRAY,FIELD,,2019-11-26,"E ELLIS ST / DAIRY AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,Alive on Intake,FALSE,1
A635266,SAMANTHA,DOG,WHITE,BROWN,Spayed,2012-10-23,10.0,2019-10-23,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-10-26,"2400 TERMINO AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A635275,,WILD,GRAY,,Unknown,,,2019-10-23,INJURED  MILD,WILDLIFE,FIELD,,2019-10-23,"12300 LA JARA LN, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,Alive on Intake,FALSE,1
A635282,BART,CAT,ORG TABBY,WHITE,Neutered,2009-10-23,13.0,2019-10-23,NORMAL,STRAY,OTC,,2019-11-03,"4700 E ATHERTON ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A635321,*GOLDEN STAR,CAT,BRN TABBY,,Neutered,2019-07-24,4.0,2019-10-24,NORMAL,STRAY,OTC,,2020-01-04,"2000 N GOLD STAR DR, LONG BEACH, CA 90810",DISTRICT7,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A635354,DAKOTA,DOG,BLACK,BROWN,Neutered,2018-10-25,4.0,2020-03-05,BEHAVIOR  MILD,OWNER SURRENDER,OTC,BITES,2020-06-23,"3700 BLK ROXANNE AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LIVELOVE,Alive on Intake,FALSE,1
A635359,KESHA,DOG,GOLD,BROWN,Spayed,2016-10-25,6.0,2019-10-25,NORMAL,OWNER SURRENDER,OTC,ABANDON,2019-11-01,"19000 BLK ELMIRA CT, CERRITOS, CA 90703",CERRITOS,RESCUE,DOGWOBDR,Alive on Intake,FALSE,1
A635386,A635386*LILAC,CAT,BRN TABBY,WHITE,Spayed,2019-05-26,4.0,2019-10-26,NORMAL,STRAY,OTC,,2019-11-07,"1100 E 16TH ST, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A635406,,CAT,WHITE,BLACK,Male,2019-10-05,3.0,2019-10-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-11-02,"12900 MOORSHIRE DR, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A635420,TANGO,DOG,GRAY,WHITE,Male,2018-10-27,4.0,2019-10-27,INJURED  SEVERE,STRAY,FIELD,,2019-11-11,"E WARDLOW RD / ORANGE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A635425,RILEY,DOG,BLACK,,Spayed,2017-10-27,5.0,2019-10-27,NORMAL,OWNER SURRENDER,OTC,ESCAPES,2019-11-08,"2000 BLK OF LEWIS AVE, LONG BEACH CA 90806",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A635431,OLLIE,DOG,TAN,WHITE,Neutered,2018-08-27,5.0,2019-10-27,NORMAL,OWNER SURRENDER,OTC,,2019-12-20,"1200 E 1ST ST, LONG BEACH, CA 90802",DISTRICT2,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A635447,,CAT,BRN TABBY,,Female,2011-10-29,11.0,2019-10-28,NORMAL,WELFARE SEIZED,OWNER DIED,,2019-11-06,"1100 CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A635456,,BIRD,BROWN,,Unknown,,,2019-10-29,INJURED  MODERATE,WILDLIFE,FIELD,,2019-10-29,"4100 CERRITOS AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,OTHER WILD,Alive on Intake,FALSE,1
A635498,*CLEMENTINE,DOG,GRAY,,Spayed,2009-10-30,13.0,2019-10-30,NORMAL,STRAY,FIELD,,2019-11-10,"E SAN ANTONIO DR / CALIFORNIA AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A635530,*RINGO,CAT,GRAY,WHITE,Neutered,2018-10-31,4.0,2019-10-31,NORMAL,STRAY,OTC,,2019-11-17,"1400 BLK WARREN AVE LB, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A635537,,BIRD,BLACK,,Unknown,2018-10-31,4.0,2019-10-31,INJURED  MILD,WILDLIFE,FIELD,,2019-10-31,"3600 FANWOOD AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A635587,,CAT,BRN TABBY,,Female,2018-11-02,4.0,2019-11-02,NORMAL,STRAY,OTC,,2019-11-04,"7700 E SPRING ST. LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A635591,RAIDEN,DOG,BLACK,WHITE,Male,2017-01-24,6.0,2019-11-02,NORMAL,STRAY,OTC,,2019-11-02,"2800 BLK MAINE AVE LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A635604,*DONALD,DOG,GOLD,TAN,Male,2014-11-02,8.0,2019-11-02,NORMAL,STRAY,OTC,,2019-11-19,"300 BLK E 53RD ST, LONG BEACH, CA 90805",LONG BEACH,TRANSPORT,OTHER RESC,Alive on Intake,FALSE,1
A635624,,CAT,ORG TABBY,WHITE,Female,2019-10-03,3.0,2019-11-03,UNDER AGE/WEIGHT,STRAY,OTC,,2019-11-08,"2000 BLK ALAMITOS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A635626,,CAT,BRN TABBY,WHITE,Male,2019-10-03,3.0,2019-11-03,UNDER AGE/WEIGHT,STRAY,OTC,,2019-11-08,"2000 BLK ALAMITOS AVE SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A635636,,DOG,FAWN,,Male,2018-11-03,4.0,2019-11-03,ILL MODERATETE,STRAY,OTC,,2019-11-03,"300 E OSGOOD ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,Alive on Intake,FALSE,1
A635648,,CAT,CALICO,,Female,2019-10-03,3.0,2019-11-03,NORMAL,STRAY,OTC,,2019-11-13,"1400 BLK W 34TH ST, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A635651,,CAT,ORANGE,WHITE,Male,2019-10-03,3.0,2019-11-03,NORMAL,STRAY,OTC,,2019-11-13,"1400 BLK W 34TH ST, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A635658,WINSTON,DOG,BLONDE,,Male,2006-11-03,16.0,2019-11-04,INJURED  SEVERE,OWNER SURRENDER,FIELD,,2019-11-05,"12500 BLK BUBBLING CREEK LN, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A635675,,OTHER,BROWN,,Male,2014-11-04,8.0,2019-11-04,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-04,"11100 MIDWAY DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A635720,,BIRD,BLACK,WHITE,Unknown,2018-11-05,4.0,2019-11-05,INJURED  MODERATE,WILDLIFE,FIELD,,2019-11-05,"15 39TH PL, LONG BEACH, CA 90803",LONG BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A635760,TIE,CAT,GRAY,WHITE,Neutered,2014-11-06,8.0,2019-11-06,NORMAL,STRAY,OTC,,2019-11-13,"17000 BLK LAURELBROOK CT, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A635794,*WILLOW,DOG,WHITE,,Female,2012-11-06,10.0,2019-11-06,INJURED  MILD,STRAY,OTC,,2019-12-14,"300 BLK E ELEANOR, LONG BEACH CA 90805",DISTRICT9,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A635813,A635813,CAT,BLACK,WHITE,Neutered,2019-07-06,4.0,2019-11-06,NORMAL,STRAY,OTC,,2019-11-12,"1300 BLK PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A635877,,DOG,GRAY,WHITE,Male,2018-11-07,4.0,2019-11-07,INJURED  SEVERE,STRAY,FIELD,,2019-11-07,"E WARDLOW RD / ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A635880,,WILD,GRAY,,Unknown,2018-11-08,4.0,2019-11-08,ILL SEVERE,WILDLIFE,FIELD,,2019-11-08,"1100 BLK QUEENS HWY, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A635893,,DOG,WHITE,,Female,2018-11-08,4.0,2019-11-08,NORMAL,STRAY,OTC,,2019-11-14,"I-605 / E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A635895,*TUXE,CAT,BLACK,WHITE,Neutered,2019-08-09,4.0,2019-11-08,NORMAL,STRAY,OTC,,2019-11-21,"300 BLK CHESTNUT AVE. LB, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A635896,*LEON,CAT,GRAY TABBY,,Neutered,2019-08-09,4.0,2019-12-11,NORMAL,STRAY,OTC,,2019-12-15,"300 BLK CHESTNUT AVE. LB, CA 90802",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A635901,*FABULOUSNESS,RABBIT,BLACK,,Spayed,2018-11-08,4.0,2019-11-08,INJURED  MODERATE,STRAY,OTC,,2020-01-04,"7500 BLK E SPRING ST, LONG BEACH, CA 90815",DISTRICT4,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A635910,,CAT,BLUE PT,WHITE,Male,2019-09-08,4.0,2019-11-08,NORMAL,STRAY,OTC,,2019-11-11,"2300 REDONDO AVE SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A635934,,BIRD,GREEN,RED,Unknown,,,2019-11-09,ILL SEVERE,WILDLIFE,FIELD,,2019-11-09,"3400 BLK TEVIS AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A635943,*TINY DANCER,CAT,ORANGE,,Female,2019-08-09,4.0,2019-11-09,NORMAL,STRAY,OTC,,2019-12-03,"8000 BLK QUEENS CT, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A635975,*YETI,CAT,TORTIE,,Spayed,2019-06-27,4.0,2019-11-09,NORMAL,STRAY,FIELD,,2019-12-14,"11400 SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636100,TERRA,DOG,BLACK,,Female,2013-05-16,10.0,2023-04-11,I/I REPORT,QUARANTINE,,,2023-08-04,"2500 BLK CHERRY AVE, SH 90755",SIGNAL HILL,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A636102,FALCO,BIRD,BROWN,WHITE,Unknown,2019-05-11,4.0,2019-11-11,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-11,"11100 LANGLEY DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,LBAH,Alive on Intake,FALSE,1
A636109,,DOG,BROWN,,Male,2018-11-12,4.0,2019-11-12,NORMAL,STRAY,FIELD,,2019-11-15,"1700 W 32ND WAY, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636166,LUNA,DOG,WHITE,,Female,2019-04-13,4.0,2019-11-13,BEHAVIOR  MODERATE,QUARANTINE,,,2019-11-23,"300 BLK REDONDO AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A636176,,CAT,ORG TABBY,WHITE,Male,2019-10-13,3.0,2019-11-13,UNDER AGE/WEIGHT,STRAY,OTC,,2019-11-15,"2000 BLK OREGON AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A636182,,DOG,BLACK,WHITE,Male,2017-11-13,5.0,2019-11-13,NORMAL,STRAY,FIELD,,2019-11-17,"1700 CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636202,LYLA,CAT,WHITE,BLACK,Spayed,2009-11-14,13.0,2019-11-14,NORMAL,OWNER SURRENDER,OTC,NO HOME,2020-02-14,"900 BLK LOCUST AVE, LONG BEACH, CA 90813",DISTRICT1,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636284,,WILD,BROWN,,Unknown,2018-11-16,4.0,2019-11-16,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-16,"4300 BLK ELM AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A636289,636289 *G.Q.,CAT,WHITE,GRAY,Neutered,2018-11-16,4.0,2019-11-16,NORMAL,STRAY,OTC,,2019-11-26,"700 BLK N WASHINGTON PL, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A636305,*HOLLY,CAT,GRAY,,Spayed,2019-08-16,4.0,2019-11-16,NORMAL,STRAY,OTC,,2019-11-27,"1100 SOUTH ST, LONG BEACH CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636319,*PHIL,CAT,CRM TABBY,WHITE,Male,2019-08-17,4.0,2019-11-16,NORMAL,STRAY,OTC,,2020-01-03,"6600 BLK ORIZABA AVE, LONG BEACH, CA 90805",DISTRICT9,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A636320,*ANTHONY,CAT,GRAY TABBY,WHITE,Neutered,2019-08-17,4.0,2019-11-16,NORMAL,STRAY,OTC,,2019-12-21,"6600 BLK ORIZABA AVE, LONG BEACH, CA 90805",DISTRICT9,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636332,,BIRD,BROWN,WHITE,Unknown,2018-11-16,4.0,2019-11-16,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-16,"4400 LEXINGTON DR, LOS ALAMITOS, CA 90740",LOS ALAMITOS,TRANSFER,LBAH,Alive on Intake,FALSE,1
A636459,,OTHER,BROWN,,Unknown,2018-11-19,4.0,2019-11-19,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-19,"3900 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A636460,,OTHER,BROWN,,Unknown,2018-11-19,4.0,2019-11-19,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-19,"2200 BLK VUELTA GRANDE AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A636462,HAZEL,DOG,BROWN,WHITE,Female,2018-11-19,4.0,2019-11-19,NORMAL,STRAY,FIELD,,2019-11-20,"1000 ROSWELL AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WEB,Alive on Intake,FALSE,1
A636464,,BIRD,BROWN,WHITE,Unknown,2018-11-19,4.0,2019-11-19,ILL SEVERE,WILDLIFE,FIELD,,2019-11-19,"16400 BERWYN RD, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,Alive on Intake,FALSE,1
A636465,,DOG,TAN,WHITE,Male,2019-09-19,4.0,2019-11-19,NORMAL,STRAY,FIELD,,2019-11-25,"LOCUST AVE / E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636466,MR T,DOG,GRAY,WHITE,Male,2016-11-19,6.0,2019-11-19,INJURED  MODERATE,OWNER SURRENDER,FIELD,,2019-11-23,"900 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A636509,,OTHER,BROWN,,Unknown,2018-11-21,4.0,2019-11-21,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-21,"2000 BLK SHIPWAY AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A636574,*GUMDROP,DOG,WHITE,BROWN,Spayed,2017-11-21,5.0,2019-11-21,NORMAL,STRAY,FIELD,,2019-12-06,"SOUTH ST / DAIRY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A636597,,BIRD,RED,WHITE,Male,,,2019-11-22,INJURED  MILD,STRAY,FIELD,,2019-11-22,"400 OHIO AVE, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A636598,,WILD,BROWN,,Unknown,,,2019-11-22,INJURED  MODERATE,WILDLIFE,OTC,,2019-11-23,"EL DORADO PARK EAST - AREA II, LONG BEACH, CA 90808",LONG BEACH,DIED,ENROUTE,Alive on Intake,TRUE,0
A636625,*OTIS,LIVESTOCK,BLACK,,Male,2019-08-23,4.0,2019-11-23,NORMAL,STRAY,FIELD,,2019-12-21,"7100 BLK LIME AVE, LONG BEACH, CA 90805",DISTRICT9,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636626,*LOTUS,LIVESTOCK,BLACK,,Female,2019-08-23,4.0,2019-11-23,NORMAL,STRAY,FIELD,,2019-12-21,"7100 BLK LIME AVE, LONG BEACH, CA 90805",DISTRICT9,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636635,*HOPE,DOG,WHITE,TAN,Female,2013-11-23,9.0,2019-11-23,ILL MODERATETE,STRAY,OTC,,2019-12-02,"200 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,BICHONFUR,Alive on Intake,FALSE,1
A636639,A636639 *PRANCER,CAT,BLACK,,Neutered,2018-11-23,4.0,2019-11-23,NORMAL,STRAY,OTC,,2019-11-30,"2000 BLK PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A636646,BOOMER,DOG,BLACK,BROWN,Neutered,2010-05-24,13.0,2019-11-24,BEHAVIOR  MODERATE,STRAY,FIELD,,2019-11-30,"1800 BLK RAYMOND AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A636648,*RODOLFO,CAT,ORG TABBY,,Neutered,2011-11-24,11.0,2019-11-24,ILL SEVERE,STRAY,FIELD,,2019-12-21,"4800 BLK GAVIOTA AVE, LONG BEACH, CA 90807",DISTRICT8,ADOPTION,WEB,Alive on Intake,FALSE,1
A636676,CLUTCH,DOG,BLACK,GRAY,Neutered,2016-11-24,6.0,2019-11-24,NORMAL,STRAY,OTC,,2019-12-11,"1500 ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636680,,CAT,WHITE,ORANGE,Neutered,2009-11-24,13.0,2019-11-24,ILL MILD,STRAY,OTC,,2019-11-26,"500 BLK MILTON CT, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A636701,*JANUARY,CAT,TORTIE,WHITE,Spayed,2016-11-25,6.0,2019-11-25,NORMAL,STRAY,OTC,,2020-01-05,"4000 BLK E STEARNS ST, LONG BEACH, CA 90815",DISTRICT4,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636712,,OTHER,GRAY,BLACK,Unknown,2014-11-25,8.0,2019-11-25,ILL SEVERE,WILDLIFE,FIELD,,2019-11-25,"2800 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A636743,,DOG,TAN,,Male,2016-11-26,6.0,2019-11-26,NORMAL,STRAY,OTC,,2019-12-04,"4500 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636780,,DOG,TAN,,Male,2018-11-27,4.0,2019-11-27,NORMAL,STRAY,OTC,,2019-12-05,"4000 CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636782,,CAT,BLACK,,Female,2019-09-27,3.0,2019-11-27,NORMAL,STRAY,OTC,,2019-12-03,"800 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A636802,*BAGEL,CAT,BLACK,WHITE,Spayed,2019-08-27,4.0,2019-11-27,NORMAL,STRAY,OTC,,2020-01-08,"2100 DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636803,*HARRY,CAT,GRAY TABBY,WHITE,Neutered,2019-08-27,4.0,2019-11-27,NORMAL,STRAY,OTC,,2020-01-09,"2100 DELTA AVE, LONG BEACH, CA 90810",DISTRICT7,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636805,FAUNA,GUINEA PIG,BLACK,,Female,2017-11-27,5.0,2019-11-27,NORMAL,OWNER SURRENDER,OTC,COST,2020-01-04,"1000 BLK REDONDO AVE, LONG BEACH, CA 90804",DISTRICT4,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636813,,DOG,BROWN,,Female,2014-11-28,8.0,2019-11-28,NORMAL,STRAY,FIELD,,2019-12-05,"2500 BLK TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636829,MARLEE,DOG,WHITE,,Male,2016-11-29,6.0,2019-11-29,NORMAL,STRAY,FIELD,,2019-11-30,"N LAKEWOOD BLVD / E CARSON ST, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A636863,,DOG,CREAM,,Female,2015-11-30,7.0,2019-11-30,NORMAL,STRAY,OTC,,2019-12-06,"16000 BLK COTTONWOOD DR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636875,,DOG,BROWN,TAN,Female,2016-11-30,6.0,2019-11-30,NORMAL,STRAY,OTC,,2019-12-06,"900 BLK 23RD ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A636883,,BIRD,BLACK,WHITE,Unknown,2018-11-30,4.0,2019-11-30,INJURED  SEVERE,WILDLIFE,FIELD,,2019-11-30,"5200 BLK E ELLIOT ST, LONG BEACH, CA 90803",LONG BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A636936,STRIPES,CAT,CALICO TAB,,Spayed,2019-10-01,3.0,2019-12-01,NORMAL,STRAY,OTC,,2019-12-18,"400 BLK E FREELAND ST, LONG BEACH, CA 90807",DISTRICT8,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A636942,SABRINA MOTA,CAT,BLACK,,Spayed,2019-09-01,4.0,2019-12-01,BEHAVIOR  MODERATE,STRAY,FIELD,,2020-01-05,"1200 BLK E FLORIDA ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A637043,KODA,DOG,TRICOLOR,,Neutered,2009-12-03,13.0,2019-12-03,INJURED  MODERATE,STRAY,FIELD,,2019-12-19,"1900 BLK E DEL AMO BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
